Id,MSSubClass,MSZoning,LotFrontage,LotArea,Paved,LotShape,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Bath,SalePrice
100,185224,191004,77,9320,1,0,180183,1,179956,185763,175985,4,5,1959,1959,171483,179803,175942,168112,156221,0,1,3,149805,2,3,1,569,0,381,950,1,1,0,1225,3,1,1,6,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,15,128950
101,185224,191004,69,10603,1,0,180183,1,179956,185763,175985,6,7,1977,2001,171483,179803,175942,168112,204691,28,1,3,225230,2,3,2,1200,0,410,1610,3,1,0,1610,3,1,2,6,6,2,3,202892,1977,202068,2,480,3,187885,2,173401,175202,20,205000
102,239948,191004,77,9206,1,1,180183,1,179956,185763,210051,6,5,1985,1985,171483,179803,163077,167661,204691,336,2,3,149805,3,3,1,0,0,741,741,2,1,755,1732,3,1,2,7,6,1,3,202892,1985,240052,2,476,3,187885,2,173401,175202,25,178000
103,133541,191004,64,7018,1,1,143104,1,179956,133541,175985,5,5,1979,1979,171483,179803,163077,167661,156221,0,1,1,107365,0,1,0,0,0,0,0,2,1,0,1535,4,2,1,8,6,0,1,202892,1979,142156,2,410,3,187885,2,173401,167377,20,118964
104,185224,191004,94,10402,1,0,180183,1,179956,185763,175985,7,5,2009,2009,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,0,0,1226,1226,4,1,0,1226,3,1,2,6,6,0,1,202892,2009,202068,3,740,3,187885,2,173401,175202,20,198900
105,143302,126316,69,7758,1,1,180183,1,179956,185763,143116,7,4,1931,1950,171483,179803,162990,155905,204691,600,1,1,225230,2,3,1,224,0,816,1040,4,1,592,1818,4,1,1,7,6,2,3,134091,1951,142156,1,240,3,187885,2,173401,175202,15,169500
106,239948,214014,75,9375,1,1,180183,1,179956,185763,210051,8,5,2003,2004,218876,179803,213732,214432,204691,768,2,3,225230,4,3,1,0,0,1053,1053,4,1,939,1992,3,1,2,9,6,1,4,202892,2003,202068,2,648,3,187885,2,173401,175202,25,250000
107,95829,126316,60,10800,1,1,180183,1,179956,185763,175985,4,7,1885,1995,180569,179803,213732,214432,156221,0,1,3,132291,1,3,1,0,0,641,641,3,1,0,1047,2,1,1,6,6,0,1,134091,1954,142156,1,273,2,114654,0,173401,175202,10,100000
108,185224,126316,50,6000,1,1,180183,1,179956,185763,175985,5,5,1948,1950,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,104,169,516,789,4,1,0,789,2,1,1,5,6,0,1,134091,1948,142156,1,250,3,187885,2,173401,272291,10,115000
109,143302,126316,85,8500,1,1,180183,1,179956,185763,143116,5,7,1919,2005,171483,179803,231690,230093,156221,0,1,3,149805,2,3,1,0,0,793,793,2,0,520,1517,3,1,0,7,6,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,20,115000
110,185224,191004,105,11751,1,0,180183,1,179956,185763,175985,6,6,1977,1977,218876,179803,175942,168112,204691,480,1,3,149805,3,3,1,705,0,1139,1844,4,1,0,1844,3,1,1,7,6,1,3,202892,1977,202068,2,546,3,187885,2,143973,175202,20,190000
111,143302,191004,75,9525,1,1,180183,1,179956,185763,143116,6,4,1954,1972,171483,179803,149841,148386,156221,0,1,3,149805,2,2,1,444,0,550,994,3,1,639,1855,4,1,1,7,6,0,1,202892,1954,142156,1,325,3,187885,2,173401,175202,20,136900
112,169736,191004,69,7750,1,0,180183,1,179956,185763,166703,7,5,2000,2000,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,250,0,134,384,4,1,656,1430,3,1,1,7,6,1,3,254751,2000,240052,2,400,3,187885,2,173401,175202,25,180000
113,239948,191004,77,9965,1,1,180183,1,179956,185763,210051,7,5,2007,2007,171483,179803,213732,214432,265583,220,2,3,225230,4,3,3,984,0,280,1264,4,1,1414,2696,4,1,3,10,6,1,4,254751,2007,240052,3,792,3,187885,2,274945,272291,25,383970
114,185224,191004,69,21000,1,1,143104,1,179956,185763,175985,6,5,1953,1953,218876,179803,149841,148386,204691,184,1,2,149805,3,3,2,35,869,905,1809,2,1,0,2259,3,1,2,7,6,2,4,160570,1953,142156,2,450,3,187885,2,143973,146526,20,217000
115,166772,191004,61,7259,1,0,180183,1,196734,185763,210051,6,8,1945,2002,148910,179803,149841,148386,156221,0,1,3,149805,2,3,1,774,150,104,1028,4,1,884,2320,3,1,2,9,6,1,3,134091,1945,142156,1,180,3,187885,2,173401,175202,25,259500
116,138647,214014,34,3230,1,1,180183,1,179956,181959,210051,6,5,1999,1999,171483,179803,149422,149803,204691,1129,1,3,225230,3,3,1,419,0,310,729,3,1,729,1458,2,1,1,5,6,1,2,134091,1999,142156,2,440,3,187885,2,173401,175202,25,176000
117,185224,191004,69,11616,1,1,180183,1,179956,185763,175985,5,5,1962,1962,171483,179803,149841,148386,204691,116,1,3,149805,2,3,1,170,670,252,1092,2,1,0,1092,3,1,1,6,6,1,0,202892,1962,142156,1,288,3,187885,2,173401,175202,10,139000
118,185224,191004,74,8536,1,1,180183,1,179956,185763,175985,5,5,2006,2007,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,0,0,1125,1125,3,1,0,1125,2,1,1,5,6,0,1,202892,2007,142156,2,430,3,187885,2,274945,272291,15,155000
119,239948,191004,90,12376,1,1,180183,1,179956,185763,210051,7,5,1990,1990,218876,179803,175942,168112,156221,0,1,3,225230,3,3,2,1470,0,203,1673,3,1,1523,3222,5,1,2,11,6,2,3,202892,1990,142156,3,594,3,187885,2,173401,175202,30,320000
120,239948,191004,65,8461,1,1,180183,1,179956,185763,210051,6,5,2005,2006,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,728,728,4,1,728,1456,3,1,2,8,6,1,4,202892,2005,240052,2,390,3,187885,2,274945,272291,25,163990
121,169736,191004,69,21453,1,0,203661,1,204379,185763,166703,6,5,1969,1969,194689,180921,175942,168112,156221,0,1,3,149805,2,3,4,938,0,0,938,4,1,0,988,1,1,1,4,6,2,3,202892,1969,142156,2,540,3,187885,2,173401,175202,10,180000
122,143302,126316,50,6060,1,1,180183,1,179956,185763,143116,4,5,1939,1950,171483,179803,107385,114060,156221,0,1,3,225230,2,3,1,0,0,732,732,3,1,351,1123,3,1,1,4,6,0,1,134091,1979,142156,1,264,3,187885,1,173401,175202,10,100000
123,185224,191004,75,9464,1,1,180183,1,179956,185763,175985,6,7,1958,1958,218876,179803,149422,149803,204691,135,1,2,149805,2,3,1,570,0,510,1080,3,1,0,1080,3,1,1,5,6,0,1,202892,1958,142156,1,288,3,187885,2,173401,175202,10,136000
124,200779,191004,55,7892,1,1,180183,1,179956,181959,175985,6,5,1993,1993,171483,179803,175942,168112,156221,0,2,3,225230,3,3,1,300,0,899,1199,4,1,0,1199,2,1,2,5,6,0,1,202892,1993,202068,2,530,3,187885,2,173401,175202,20,153900
125,185224,191004,48,17043,1,0,180183,1,179956,185763,175985,6,5,1979,1998,171483,179803,163077,167661,156221,0,1,2,149805,3,2,1,0,0,1362,1362,2,1,0,1586,3,1,1,7,6,1,3,202892,1979,142156,2,435,3,187885,2,173401,175202,20,181000
126,129613,126316,60,6780,1,1,180183,1,179956,128432,143116,6,8,1935,1982,171483,179803,149841,148386,156221,0,1,1,149805,2,3,3,490,0,30,520,3,0,0,754,2,1,1,5,6,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,10,84500
127,200779,191004,69,4928,1,0,180183,1,179956,181959,175985,6,5,1976,1976,171483,179803,175942,168112,156221,0,1,3,149805,3,3,1,120,0,958,1078,2,1,0,958,2,1,1,5,6,1,3,202892,1977,202068,2,440,3,187885,2,173401,175202,20,128000
128,108592,126316,55,4388,1,0,143104,1,179956,185763,110150,5,7,1930,1950,171483,179803,150655,148386,156221,0,1,2,132291,2,3,1,116,0,556,672,4,1,0,840,3,1,1,5,6,1,3,103317,1980,103317,0,0,1,103317,0,173401,175202,10,87000
129,239948,191004,69,7590,1,1,180183,1,179956,185763,210051,6,5,1966,1966,171483,179803,213732,214432,204691,266,1,3,149805,2,3,1,512,0,148,660,2,1,688,1348,3,1,1,6,6,1,2,202892,1966,202068,2,453,3,187885,2,173401,175202,15,155000
130,185224,191004,69,8973,1,1,180183,1,179956,185763,175985,5,7,1958,1991,171483,179803,175942,168112,204691,85,1,3,149805,2,3,1,567,28,413,1008,2,1,0,1053,3,1,3,6,6,0,1,151481,1998,202068,2,750,3,187885,2,173401,146526,15,150000
131,239948,191004,88,14200,1,1,180183,1,179956,185763,210051,7,6,1966,1966,171483,179803,149422,149803,204691,309,1,3,149805,2,3,1,445,0,479,924,4,1,941,2157,4,1,2,8,6,2,4,202892,1966,240052,2,487,3,187885,2,173401,175202,25,226000
132,239948,191004,69,12224,1,0,180183,1,179956,185763,210051,6,5,2000,2000,171483,179803,213732,214432,204691,40,2,3,225230,3,3,1,695,0,297,992,4,1,1032,2054,3,1,2,7,6,1,3,254751,2000,202068,2,390,3,187885,2,173401,175202,25,244000
133,185224,191004,75,7388,1,1,180183,1,179956,185763,175985,5,6,1959,2002,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,405,0,658,1063,3,1,0,1327,3,1,2,7,6,0,1,134091,1974,142156,2,624,3,187885,2,173401,175202,10,150750
134,185224,191004,69,6853,1,0,180183,1,179956,185763,175985,8,5,2001,2002,171483,179803,213732,214432,204691,136,2,3,225230,4,3,1,1005,0,262,1267,4,1,0,1296,2,1,2,6,6,0,1,202892,2001,240052,2,471,3,187885,2,173401,175202,20,220000
135,185224,191004,78,10335,1,0,180183,1,179956,185763,175985,5,6,1968,1993,171483,179803,175942,168112,156221,0,1,3,149805,2,3,1,570,0,891,1461,3,1,0,1721,3,1,1,7,3,1,3,202892,1968,202068,2,440,3,187885,2,173401,175202,25,180000
136,185224,191004,80,10400,1,1,180183,1,179956,185763,175985,7,6,1970,1970,218876,179803,175942,168112,204691,288,1,3,225230,2,3,1,0,0,1304,1304,3,1,0,1682,3,1,1,7,6,1,4,202892,1970,142156,2,530,3,187885,2,173401,175202,20,174000
137,185224,191004,69,10355,1,0,180183,1,179956,185763,175985,5,5,1967,1967,171483,179803,149422,149803,204691,196,1,3,149805,2,3,1,695,0,519,1214,2,1,0,1214,3,1,1,5,6,1,2,202892,1967,202068,1,318,3,187885,2,173401,175202,20,143000
138,133541,191004,82,11070,1,1,180183,1,179956,133541,175985,7,5,1988,1989,171483,179803,213732,214432,204691,70,1,3,149805,2,3,1,0,0,1907,1907,3,1,0,1959,5,2,1,9,6,0,1,151481,1989,142156,3,766,3,187885,2,173401,149600,30,171000
139,239948,191004,73,9066,1,0,180183,1,179956,185763,210051,8,5,1999,2000,171483,179803,213732,214432,204691,320,2,3,225230,3,3,2,668,0,336,1004,4,1,848,1852,3,1,2,7,6,2,3,202892,1999,240052,3,660,3,187885,2,173401,175202,25,230000
140,239948,191004,65,15426,1,0,180183,1,179956,185763,210051,6,5,1997,1997,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,821,0,107,928,4,1,836,1764,3,1,2,7,6,0,1,202892,1997,202068,2,470,3,187885,2,173401,175202,25,231500
141,185224,191004,70,10500,1,1,180183,1,179956,185763,175985,4,5,1971,1971,171483,179803,163077,167661,156221,0,1,3,149805,2,3,1,432,0,432,864,2,1,0,864,3,1,1,5,6,1,0,103317,1980,103317,0,0,1,103317,2,200039,175202,10,115000
142,185224,191004,78,11645,1,1,180183,1,179956,185763,175985,7,5,2005,2005,171483,179803,213732,214432,156221,0,2,3,225230,3,3,3,1300,0,434,1734,4,1,0,1734,3,1,2,7,6,0,1,202892,2005,240052,2,660,3,187885,2,173401,175202,20,260000
143,143302,191004,71,8520,1,1,180183,1,179956,185763,143116,5,4,1952,1952,171483,179803,194573,148386,156221,0,1,1,149805,2,3,1,507,0,403,910,1,1,475,1385,4,1,1,6,6,0,1,134091,2000,142156,2,720,3,187885,2,173401,175202,20,166000
144,185224,191004,78,10335,1,0,180183,1,179956,185763,175985,7,5,1999,1999,171483,179803,213732,214432,204691,183,2,3,225230,3,3,4,679,0,811,1490,4,1,0,1501,3,1,2,6,6,0,1,202892,1999,202068,2,577,3,187885,2,173401,175202,20,204000
145,133541,126316,70,9100,1,1,180183,1,179956,133541,175985,5,5,1963,1963,171483,179803,163077,167661,204691,336,1,3,149805,2,3,1,1332,0,396,1728,2,1,0,1728,6,2,1,10,6,0,1,134091,1963,142156,2,504,3,187885,2,200039,146526,20,125000
146,138647,126316,24,2522,1,1,180183,1,179956,135911,210051,6,5,2004,2006,171483,179803,213732,214432,265583,50,2,3,225230,3,3,1,0,0,970,970,4,1,739,1709,3,1,2,7,4,0,1,134091,2004,142156,2,380,3,187885,2,173401,175202,20,130000
147,95829,126316,51,6120,1,1,180183,1,179956,185763,175985,5,7,1931,1993,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,209,0,506,715,2,1,0,875,2,1,1,5,6,0,1,134091,1931,142156,1,180,2,187885,2,173401,175202,10,105000
148,239948,191004,69,9505,1,0,180183,1,179956,185763,210051,7,5,2001,2001,171483,179803,213732,214432,204691,180,2,3,225230,3,3,1,0,0,884,884,4,1,1151,2035,3,1,2,8,6,1,4,254751,2001,240052,2,434,3,187885,2,173401,175202,25,222500
149,185224,191004,63,7500,1,1,180183,1,179956,185763,175985,7,5,2004,2005,171483,179803,213732,214432,204691,120,1,3,225230,3,3,1,680,0,400,1080,4,1,0,1080,3,1,2,6,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,141000
150,143302,126316,69,6240,1,1,180183,1,179956,185763,143116,5,4,1936,1950,171483,179803,149422,149803,156221,0,1,3,132291,3,3,1,0,0,896,896,3,1,448,1344,3,1,1,7,6,0,1,134091,1936,142156,1,240,2,187885,2,173401,175202,10,115000
151,185224,191004,120,10356,1,1,180183,1,179956,185763,175985,5,6,1975,1975,171483,179803,163077,167661,156221,0,1,3,149805,2,3,3,716,0,253,969,2,1,0,969,3,1,1,5,6,0,1,202892,1975,142156,2,440,3,187885,2,173401,175202,15,122000
152,185224,191004,107,13891,1,1,180183,1,179956,185763,175985,8,5,2007,2008,218876,179803,213732,214432,265583,436,2,3,225230,4,3,4,1400,0,310,1710,4,1,0,1710,2,1,2,6,6,1,4,202892,2007,202068,3,866,3,187885,2,274945,272291,20,372402
153,239948,191004,69,14803,1,0,180183,1,179956,185763,210051,6,5,1971,1971,171483,179803,163077,167661,204691,252,1,3,149805,2,3,1,416,0,409,825,3,1,896,1993,4,1,1,8,6,1,4,202892,1971,202068,2,495,3,187885,2,173401,175202,25,190000
154,185224,191004,69,13500,1,1,180183,1,179956,185763,175985,6,7,1960,1975,194689,179803,194573,168112,156221,0,1,3,149805,3,3,4,429,1080,93,1602,3,1,0,1252,1,1,1,4,6,1,4,202892,1960,202068,2,564,3,187885,2,173401,175202,10,235000
155,95829,126316,84,11340,1,1,180183,1,179956,185763,175985,6,5,1923,1950,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,0,0,1200,1200,2,1,0,1200,4,1,1,7,6,0,1,134091,1923,142156,1,312,2,114654,2,173401,149600,10,125000
156,143302,191004,60,9600,1,1,180183,1,179956,185763,143116,6,5,1924,1950,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,0,0,572,572,1,0,524,1096,2,1,1,5,6,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,10,79000
157,185224,191004,60,7200,1,1,180183,1,179956,185763,175985,5,7,1950,1950,218876,179803,149841,148386,156221,0,1,3,149805,0,1,0,0,0,0,0,2,1,0,1040,2,1,1,5,6,0,1,134091,1950,142156,2,625,3,187885,2,173401,175202,10,109500
158,239948,191004,92,12003,1,1,180183,1,179956,185763,210051,8,5,2009,2010,171483,179803,213732,214432,204691,84,2,3,225230,4,3,1,0,0,774,774,4,1,1194,1968,4,1,3,8,6,1,4,254751,2009,240052,3,680,3,187885,2,274945,272291,25,269500
159,239948,214014,100,12552,1,1,180183,1,179956,185763,210051,7,5,2004,2005,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,222,0,769,991,4,1,956,1947,3,1,2,8,6,1,4,202892,2004,202068,2,678,3,187885,2,173401,175202,25,254900
160,239948,191004,134,19378,1,0,231533,1,179956,185763,210051,7,5,2005,2006,171483,179803,213732,214432,204691,456,2,3,225230,3,3,2,57,0,1335,1392,4,1,1070,2462,4,1,2,9,6,1,4,202892,2006,202068,2,576,3,187885,2,274945,272291,25,320000
161,185224,191004,69,11120,1,0,180183,1,179956,185763,175985,6,6,1984,1984,171483,179803,175942,168112,156221,0,1,3,225230,3,3,1,660,0,572,1232,2,1,0,1232,3,1,1,6,6,0,1,202892,1984,142156,2,516,3,187885,2,173401,175202,20,162500
162,239948,191004,110,13688,1,0,180183,1,179956,185763,210051,9,5,2003,2004,171483,179803,213732,214432,204691,664,2,3,225230,4,3,3,1016,0,556,1572,4,1,1096,2668,3,1,3,10,6,2,4,254751,2003,240052,3,726,3,187885,2,173401,175202,25,412500
163,185224,191004,95,12182,1,1,180183,1,179956,185763,175985,7,5,2005,2005,171483,179803,213732,214432,204691,226,2,3,225230,3,3,2,1201,0,340,1541,4,1,0,1541,3,1,2,7,6,1,4,202892,2005,202068,2,532,3,187885,2,274945,272291,20,220000
164,108592,191004,55,5500,1,1,180183,1,179956,185763,110150,4,6,1956,1956,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,0,0,882,882,4,1,0,882,1,1,1,4,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,103200
165,157300,126316,40,5400,1,1,180183,1,179956,185763,175985,6,7,1926,2004,171483,179803,149422,149803,156221,0,1,2,132291,2,3,2,370,0,779,1149,3,1,467,1616,3,1,2,5,6,0,1,134091,1926,142156,1,216,3,187885,2,173401,175202,20,152000
166,129613,191004,62,10106,1,1,180183,1,179956,128432,143116,5,7,1940,1999,171483,179803,149841,148386,156221,0,1,2,132291,2,3,1,351,181,112,644,3,1,547,1355,4,2,1,6,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,20,127500
167,185224,191004,69,10708,1,0,180183,1,179956,185763,175985,5,5,1955,1993,218876,179803,149841,148386,156221,0,2,3,149805,2,3,1,379,768,470,1617,4,1,0,1867,2,1,1,7,6,3,4,202892,1955,240052,1,303,3,187885,2,143973,175202,10,190000
168,239948,191004,86,10562,1,1,180183,1,179956,185763,210051,8,5,2007,2007,171483,179803,213732,214432,265583,300,2,3,225230,4,3,1,1288,0,294,1582,4,1,551,2161,3,1,3,8,6,1,4,202892,2007,240052,3,789,3,187885,2,274945,272291,15,325624
169,239948,191004,62,8244,1,0,180183,1,179956,185763,210051,7,5,2004,2004,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,840,840,4,1,880,1720,3,1,2,7,6,1,4,202892,2004,240052,2,440,3,187885,2,173401,175202,25,183500
170,185224,191004,69,16669,1,0,180183,1,179956,185763,175985,8,6,1981,1981,218876,240312,175942,168112,204691,653,2,3,149805,3,3,1,0,0,1686,1686,2,1,0,1707,2,1,1,6,6,1,3,202892,1981,202068,2,511,3,187885,2,173401,175202,25,228000
171,143302,126316,69,12358,1,0,180183,1,179956,185763,143116,5,6,1941,1950,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,360,0,360,720,2,1,0,1382,2,1,1,7,6,0,1,134091,1991,142156,2,660,3,187885,2,173401,175202,15,128500
172,185224,191004,141,31770,1,0,180183,1,179956,185763,175985,6,5,1960,1960,218876,179803,194573,168112,265583,112,1,3,149805,2,4,4,639,0,441,1080,1,1,0,1656,3,1,1,7,6,2,4,202892,1960,240052,2,528,3,187885,1,173401,175202,10,215000
173,138647,191004,44,5306,1,0,180183,1,179956,181959,210051,7,7,1987,1987,171483,179803,163077,167661,156221,0,2,2,225230,3,4,1,495,215,354,1064,3,1,703,1767,2,1,2,5,6,1,3,202892,1987,202068,2,504,4,187885,2,173401,175202,20,239000
174,185224,191004,80,10197,1,0,180183,1,179956,185763,175985,6,5,1961,1961,171483,179803,150655,161328,146318,491,1,3,149805,2,3,1,288,374,700,1362,2,1,0,1362,3,1,1,6,6,1,3,202892,1961,142156,2,504,3,187885,2,143973,175202,15,163000
175,185224,191004,47,12416,1,0,180183,1,179956,185763,175985,6,5,1986,1986,171483,179803,213732,168112,265583,132,1,3,149805,3,2,1,1398,208,0,1606,2,1,0,1651,3,1,1,7,2,1,3,202892,1986,240052,2,616,3,187885,2,173401,175202,20,184000
176,185224,191004,84,12615,1,1,180183,1,179956,185763,175985,6,7,1950,2001,171483,179803,150655,161328,156221,0,1,3,149805,2,4,3,477,0,725,1202,2,1,0,2158,4,1,2,7,6,1,4,202892,1950,142156,2,576,3,187885,2,173401,175202,20,243000
177,239948,191004,97,10029,1,0,180183,1,179956,185763,210051,6,5,1988,1989,171483,179803,175942,168112,204691,268,2,3,225230,3,3,1,831,0,320,1151,2,1,896,2060,4,1,1,8,6,1,3,202892,1988,142156,2,521,3,187885,2,173401,175202,25,211000
178,143302,191004,69,13650,1,1,180183,1,179956,185763,143116,5,5,1958,1958,171483,179803,149422,149803,156221,0,2,2,149805,2,3,1,57,441,554,1052,4,1,668,1920,4,1,2,8,6,1,4,202892,1958,142156,2,451,3,187885,2,173401,175202,20,172500
179,185224,191004,63,17423,1,0,180183,1,179956,185763,175985,9,5,2008,2009,218876,179803,213732,214432,265583,748,3,3,225230,4,3,1,1904,0,312,2216,4,1,0,2234,1,1,3,9,6,1,4,202892,2009,240052,3,1166,3,187885,2,274945,272291,20,501837
180,95829,126316,60,8520,1,1,180183,1,179956,185763,175985,5,6,1923,2006,171483,179803,149841,148386,156221,0,2,3,149805,2,3,1,0,0,968,968,2,1,0,968,2,1,1,5,6,0,1,134091,1935,142156,2,480,2,187885,0,173401,175202,10,100000
181,138647,214014,69,2117,1,1,180183,1,179956,135911,210051,6,5,2000,2000,171483,179803,149422,149803,204691,456,2,3,225230,3,3,1,436,0,320,756,4,1,756,1525,3,1,2,5,6,1,3,134091,2000,142156,2,440,3,187885,2,173401,175202,25,177000
182,166772,191004,54,7588,1,1,180183,1,179956,185763,210051,7,6,1920,1950,171483,179803,162990,155905,156221,0,1,3,132291,1,3,1,352,0,441,793,3,1,901,1802,4,1,1,9,6,1,4,134091,1920,142156,1,216,2,187885,2,173401,175202,15,200100
183,185224,191004,60,9060,1,1,180183,1,179956,185763,175985,5,6,1957,2006,218876,179803,149841,148386,204691,98,1,3,225230,0,1,0,0,0,0,0,4,1,0,1340,3,1,1,7,6,1,4,202892,1957,202068,1,252,3,187885,2,173401,175202,10,120000
184,143302,126316,63,11426,1,1,180183,1,179956,185763,143116,7,5,2003,2003,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,0,0,1362,1362,4,1,720,2082,3,1,2,6,5,0,1,134091,2003,142156,2,484,3,187885,0,173401,175202,25,200000
185,143302,191004,92,7438,1,0,180183,1,179956,185763,143116,5,8,1908,1991,171483,179803,107385,168112,156221,0,1,3,225230,1,3,1,0,0,504,504,3,1,316,1252,3,1,1,5,6,0,1,202892,1986,142156,2,576,3,187885,2,173401,175202,10,127000
186,192437,126316,90,22950,1,0,180183,1,179956,185763,219964,10,9,1892,1993,171483,388848,149841,148386,156221,0,2,2,132291,2,3,2,0,0,1107,1107,4,1,1518,3608,4,1,3,12,6,2,3,134091,1993,142156,3,840,5,187885,2,173401,175202,25,475000
187,169736,191004,69,9947,1,0,180183,1,179956,185763,166703,7,5,1990,1991,171483,179803,163077,167661,156221,0,1,3,225230,3,3,3,611,0,577,1188,4,1,0,1217,3,1,2,6,6,0,1,202892,1990,142156,2,497,3,187885,2,173401,175202,20,173000
188,143302,191004,60,10410,1,1,180183,1,179956,185763,143116,5,7,1916,1987,171483,179803,163077,167661,156221,0,1,3,149805,1,3,1,0,0,660,660,4,1,704,1656,3,1,1,8,2,0,1,134091,1916,142156,1,180,2,114654,0,173401,175202,25,135000
189,133541,191004,64,7018,1,1,143104,1,179956,133541,135074,5,5,1979,1979,171483,179803,175942,168112,265583,275,1,3,149805,3,3,3,1086,0,0,1086,2,1,0,1224,2,2,1,6,6,2,3,134091,1979,142156,2,528,3,187885,2,173401,167377,10,153337
190,200779,191004,41,4923,1,1,180183,1,179956,181959,175985,8,5,2001,2002,171483,179803,231690,230093,156221,0,2,3,225230,4,3,3,1153,0,440,1593,4,1,0,1593,0,1,3,5,6,1,4,202892,2001,240052,2,682,3,187885,2,173401,175202,15,286000
191,166772,191004,70,10570,1,1,143104,1,196734,185763,210051,8,8,1932,1994,218876,179803,194573,195817,156221,0,2,3,149805,3,4,1,297,0,556,853,2,1,1178,2727,3,1,2,10,4,2,3,134091,1932,142156,2,440,3,187885,2,173401,175202,25,315000
192,239948,191004,69,7472,1,0,180183,1,179956,185763,210051,7,9,1972,2004,171483,179803,163077,167661,204691,138,1,3,149805,2,3,1,626,0,99,725,3,1,754,1479,4,1,2,7,6,0,1,202892,1972,240052,2,484,3,187885,2,173401,175202,15,184000
193,185224,191004,68,9017,1,0,180183,1,179956,185763,175985,7,5,1999,1999,171483,179803,213732,214432,156221,0,2,3,225230,3,3,3,560,0,871,1431,4,1,0,1431,3,1,2,6,6,0,1,202892,1999,240052,2,666,3,187885,2,173401,175202,20,192000
194,138647,126316,24,2522,1,1,180183,1,179956,135911,210051,7,5,2004,2004,171483,179803,213732,214432,265583,50,2,3,225230,3,3,1,0,0,970,970,4,1,739,1709,3,1,2,7,4,0,1,134091,2004,142156,2,380,3,187885,2,173401,175202,20,130000
195,185224,191004,60,7180,1,0,180183,1,179956,185763,175985,5,7,1972,1972,218876,179803,163077,167661,156221,0,1,3,149805,2,3,3,390,0,474,864,2,1,0,864,3,1,1,5,6,0,1,134091,1989,142156,1,352,3,187885,2,173401,175202,10,127000
